streamer_id,product_id,date,price,discount_rate,views,conversion_rate,cost_per_unit,shelf_life_days,holiday_flag,quantity_sold,CCE
S9,P013,2024-09-27 12:00:00,14.98,0.35,12930,0.0182,4.02,70,1,235,0.849
S7,P012,2024-09-27 13:00:00,29.12,0.19,91560,0.0333,7.34,46,0,3048,1.8897
S3,P014,2024-09-27 14:00:00,16.42,0.27,90464,0.0257,4.28,166,1,2324,1.454
S6,P006,2024-09-27 15:00:00,8.38,0.23,60023,0.0237,8.5,51,0,1422,1.2913
S6,P012,2024-09-27 16:00:00,13.34,0.23,113204,0.0292,10.18,26,0,3305,1.6865
S7,P001,2024-09-27 17:00:00,27.67,0.17,37994,0.0076,5.97,117,1,288,0.3882
S23,P011,2024-09-27 18:00:00,23.58,0.08,100927,0.0047,10.43,24,0,474,0.2583
S21,P006,2024-09-27 19:00:00,9.09,0.22,99276,0.0261,6.23,35,0,2591,1.489
S6,P012,2024-09-27 20:00:00,22.6,0.2,66040,0.0245,9.76,18,0,1617,1.347
S3,P006,2024-09-27 21:00:00,27.23,0.18,46273,0.0344,4.96,105,0,1591,1.8352
S14,P008,2024-09-27 22:00:00,18.45,0.29,71037,0.0043,9.02,18,0,305,0.2277
S8,P013,2024-09-27 23:00:00,16.52,0.32,113696,0.0071,7.32,60,1,807,0.4008
S15,P012,2024-09-28 00:00:00,15.58,0.27,8311,0.0246,6.29,179,0,204,1.0976
S22,P013,2024-09-28 01:00:00,26.06,0.13,28410,0.0095,6.48,56,0,269,0.4746
S1,P015,2024-09-28 02:00:00,21.93,0.21,34910,0.0371,7.28,118,0,1295,1.9279
S16,P001,2024-09-28 03:00:00,16.63,0.16,25074,0.0251,4.93,144,0,629,1.2588
S18,P002,2024-09-28 04:00:00,13.86,0.18,62607,0.0322,10.0,132,0,2015,1.7657
S22,P010,2024-09-28 05:00:00,13.15,0.23,22493,0.037,7.74,143,0,832,1.8414
S18,P007,2024-09-28 06:00:00,17.35,0.14,62872,0.0259,4.73,73,1,1628,1.4183
S13,P007,2024-09-28 07:00:00,14.88,0.17,64315,0.0321,7.41,147,0,2064,1.7645
S14,P012,2024-09-28 08:00:00,13.33,0.06,18392,0.0429,5.67,109,0,789,2.0938
S10,P004,2024-09-28 09:00:00,16.6,0.2,97307,0.0336,4.11,15,0,3269,1.9171
S21,P008,2024-09-28 10:00:00,14.87,0.29,41219,0.0381,4.55,101,1,1570,2.0119
S15,P012,2024-09-28 11:00:00,18.13,0.2,107153,0.0375,9.08,116,0,4018,2.1591
S25,P010,2024-09-28 12:00:00,18.31,0.28,83926,0.0204,4.78,16,0,1712,1.1439
S8,P009,2024-09-28 13:00:00,29.41,0.1,106005,0.0188,8.04,28,0,1992,1.0752
S9,P002,2024-09-28 14:00:00,26.63,0.25,41798,0.0174,9.29,73,1,727,0.9132
S9,P011,2024-09-28 15:00:00,11.56,0.29,62678,0.0427,5.86,46,0,2676,2.3458
S11,P014,2024-09-28 16:00:00,17.85,0.14,33672,0.0349,8.17,56,0,1175,1.8066
S16,P013,2024-09-28 17:00:00,27.2,0.32,23790,0.0081,5.14,32,0,192,0.3956
S8,P015,2024-09-28 18:00:00,6.72,0.23,13826,0.0281,9.59,120,1,388,1.3271
S13,P002,2024-09-28 19:00:00,15.88,0.25,55193,0.0283,5.0,121,1,1561,1.5325
S23,P009,2024-09-28 20:00:00,14.07,0.25,56496,0.0268,8.59,144,0,1514,1.4537
S24,P014,2024-09-28 21:00:00,14.65,0.29,29303,0.0177,8.96,81,0,518,0.8978
S18,P014,2024-09-28 22:00:00,29.78,0.19,81853,0.0378,6.73,176,0,3094,2.1256
S7,P011,2024-09-28 23:00:00,11.87,0.18,101918,0.0154,10.45,115,0,1569,0.8755
S6,P011,2024-09-29 00:00:00,15.15,0.3,95261,0.0249,7.18,167,0,2371,1.4148
S14,P012,2024-09-29 01:00:00,13.8,0.34,24411,0.0108,10.22,112,0,263,0.5331
S22,P010,2024-09-29 02:00:00,14.51,0.1,99398,0.0446,9.62,162,0,4433,2.5535
S7,P008,2024-09-29 03:00:00,26.46,0.16,16565,0.029,5.35,108,0,480,1.3962
S3,P001,2024-09-29 04:00:00,12.08,0.12,28793,0.0331,6.69,108,1,953,1.6868
S16,P012,2024-09-29 05:00:00,16.74,0.23,21008,0.0272,8.93,53,0,571,1.3411
S16,P012,2024-09-29 06:00:00,18.61,0.32,84471,0.0052,3.78,153,0,439,0.2824
S10,P010,2024-09-29 07:00:00,24.12,0.07,108484,0.0073,4.72,38,0,791,0.4107
S20,P007,2024-09-29 08:00:00,25.8,0.28,103496,0.0091,4.37,121,0,941,0.5129
S3,P005,2024-09-29 09:00:00,20.78,0.27,5148,0.036,9.87,100,1,185,1.5258
S14,P010,2024-09-29 10:00:00,27.4,0.14,17729,0.0177,3.65,21,0,313,0.8533
S20,P010,2024-09-29 11:00:00,23.16,0.14,8550,0.0255,5.55,40,0,218,1.1418
S24,P008,2024-09-29 12:00:00,17.54,0.05,51952,0.0335,6.02,169,1,1740,1.8062
S14,P012,2024-09-29 13:00:00,14.38,0.22,64600,0.0213,6.02,49,0,1375,1.1671
S12,P012,2024-09-29 14:00:00,14.16,0.35,119787,0.0296,4.0,48,0,3545,1.7181
S3,P012,2024-09-29 15:00:00,16.83,0.14,6570,0.0278,4.69,174,0,182,1.2093
S25,P008,2024-09-29 16:00:00,27.8,0.3,28813,0.0265,5.47,68,0,763,1.3481
S15,P008,2024-09-29 17:00:00,13.58,0.09,61226,0.0263,9.35,32,1,1610,1.4369
S7,P011,2024-09-29 18:00:00,8.72,0.1,36759,0.0186,7.89,99,1,683,0.9651
S13,P015,2024-09-29 19:00:00,12.24,0.27,41599,0.0328,4.82,68,0,1364,1.7318
S23,P004,2024-09-29 20:00:00,13.45,0.3,43925,0.0308,4.83,38,0,1352,1.6338
S10,P009,2024-09-29 21:00:00,22.64,0.22,49094,0.0042,9.42,174,0,206,0.2143
S25,P010,2024-09-29 22:00:00,20.05,0.13,88598,0.0309,9.76,63,0,2737,1.7475
S18,P015,2024-09-29 23:00:00,11.07,0.13,42631,0.0398,5.55,116,0,1696,2.1089
S2,P010,2024-09-30 00:00:00,12.82,0.29,61261,0.0055,9.98,157,0,336,0.2906
S3,P013,2024-09-30 01:00:00,12.49,0.19,64778,0.0118,8.37,93,0,764,0.6411
S2,P012,2024-09-30 02:00:00,6.12,0.26,110690,0.0332,9.4,38,0,3674,1.9155
S23,P010,2024-09-30 03:00:00,23.88,0.09,105845,0.0132,4.86,126,0,1397,0.7511
S8,P011,2024-09-30 04:00:00,18.47,0.16,12463,0.0418,9.79,66,1,520,1.9585
S6,P015,2024-09-30 05:00:00,6.38,0.3,60864,0.0101,7.64,55,0,614,0.5438
S23,P003,2024-09-30 06:00:00,19.96,0.14,47951,0.0434,5.28,87,0,2081,2.3263
S2,P005,2024-09-30 07:00:00,24.8,0.18,90498,0.0162,8.35,33,0,1466,0.912
S6,P014,2024-09-30 08:00:00,23.03,0.2,71728,0.0163,6.08,135,0,1169,0.8987
S20,P003,2024-09-30 09:00:00,25.57,0.09,63072,0.0382,8.8,45,0,2409,2.0984
S12,P009,2024-09-30 10:00:00,12.88,0.18,13574,0.0167,7.0,79,0,226,0.7821
S10,P005,2024-09-30 11:00:00,8.99,0.29,28990,0.0343,10.42,50,0,994,1.7496
S10,P015,2024-09-30 12:00:00,18.54,0.25,53341,0.038,10.04,21,0,2026,2.0555
S6,P015,2024-09-30 13:00:00,10.48,0.29,73818,0.035,5.38,120,0,2583,1.9491
S10,P001,2024-09-30 14:00:00,23.39,0.32,118042,0.0058,5.3,142,0,684,0.3262
S20,P001,2024-09-30 15:00:00,15.29,0.3,93643,0.016,9.45,160,0,1498,0.9033
S20,P011,2024-09-30 16:00:00,26.51,0.33,19536,0.0282,3.64,104,0,550,1.3806
S4,P007,2024-09-30 17:00:00,15.98,0.34,33680,0.0279,4.39,34,0,939,1.4417
S15,P011,2024-09-30 18:00:00,29.69,0.11,46244,0.0097,7.91,58,0,448,0.5085
S1,P008,2024-09-30 19:00:00,16.16,0.34,47656,0.0429,5.25,41,0,2044,2.298
S18,P003,2024-09-30 20:00:00,17.56,0.19,61912,0.0303,5.5,30,0,1875,1.6591
S8,P009,2024-09-30 21:00:00,12.35,0.21,111359,0.0391,6.83,167,0,4354,2.2593
S15,P010,2024-09-30 22:00:00,12.97,0.14,47314,0.042,6.28,25,1,1987,2.2481
S21,P010,2024-09-30 23:00:00,27.93,0.28,11570,0.0039,7.67,68,0,45,0.1699
S10,P013,2024-10-01 00:00:00,25.34,0.15,100272,0.0245,10.35,78,1,2456,1.3982
S23,P004,2024-10-01 01:00:00,10.6,0.2,48012,0.0327,4.61,127,0,1569,1.7499
S5,P013,2024-10-01 02:00:00,29.77,0.33,45114,0.0259,7.42,158,0,1168,1.3753
S13,P003,2024-10-01 03:00:00,15.64,0.06,30621,0.026,5.24,144,0,796,1.3303
S3,P007,2024-10-01 04:00:00,16.06,0.31,103749,0.0257,10.19,76,0,2666,1.4716
S16,P012,2024-10-01 05:00:00,12.65,0.28,39117,0.0301,8.2,76,0,1177,1.5789
S13,P009,2024-10-01 06:00:00,27.47,0.07,67972,0.0217,7.12,17,0,1474,1.1948
S1,P012,2024-10-01 07:00:00,18.65,0.27,104176,0.014,7.83,26,0,1458,0.7963
S9,P012,2024-10-01 08:00:00,15.13,0.31,35107,0.0105,8.16,156,0,368,0.537
S19,P009,2024-10-01 09:00:00,18.04,0.09,87411,0.0071,9.9,100,0,620,0.3914
S18,P005,2024-10-01 10:00:00,14.49,0.14,102658,0.0037,9.82,172,0,379,0.201
S21,P009,2024-10-01 11:00:00,26.27,0.17,40040,0.0393,5.9,155,0,1573,2.0699
S10,P001,2024-10-01 12:00:00,10.52,0.25,51311,0.0323,8.14,157,1,1657,1.7391
S21,P005,2024-10-01 13:00:00,23.59,0.19,107391,0.0126,9.85,61,0,1353,0.7173
S23,P001,2024-10-01 14:00:00,21.53,0.3,23251,0.0141,10.28,25,1,327,0.6963
S16,P011,2024-10-01 15:00:00,13.79,0.07,5320,0.038,5.9,18,0,202,1.6176
S3,P005,2024-10-01 16:00:00,27.21,0.26,112863,0.0413,7.7,82,0,4661,2.3899
S1,P006,2024-10-01 17:00:00,17.4,0.28,5551,0.0104,9.83,49,0,57,0.4358
S4,P002,2024-10-01 18:00:00,11.41,0.12,47581,0.0259,6.89,172,0,1232,1.3822
S11,P012,2024-10-01 19:00:00,24.35,0.21,8868,0.0243,4.71,56,0,215,1.092
S20,P002,2024-10-01 20:00:00,27.64,0.32,34645,0.0234,7.61,72,0,810,1.2105
S3,P013,2024-10-01 21:00:00,19.05,0.13,117341,0.0311,5.88,71,1,3649,1.8026
S18,P003,2024-10-01 22:00:00,10.87,0.34,115651,0.0416,5.79,120,0,4811,2.4124
S24,P009,2024-10-01 23:00:00,29.95,0.1,69890,0.0233,5.45,106,0,1628,1.287
S22,P005,2024-10-02 00:00:00,16.87,0.18,19938,0.0139,3.94,164,1,277,0.6756
S23,P014,2024-10-02 01:00:00,22.62,0.18,46752,0.0049,9.51,22,1,229,0.2509
S16,P010,2024-10-02 02:00:00,17.15,0.13,21965,0.028,10.44,41,0,615,1.3871
S21,P015,2024-10-02 03:00:00,21.41,0.21,62680,0.0317,9.88,151,0,1986,1.7383
S21,P007,2024-10-02 04:00:00,28.85,0.21,82509,0.044,4.13,151,0,3630,2.478
S2,P003,2024-10-02 05:00:00,20.63,0.06,32637,0.0115,9.93,146,0,375,0.5851
S2,P003,2024-10-02 06:00:00,19.58,0.16,29354,0.0051,10.31,87,0,149,0.2498
S17,P015,2024-10-02 07:00:00,24.82,0.2,6865,0.0094,8.84,36,0,64,0.4027
S9,P003,2024-10-02 08:00:00,6.88,0.16,108856,0.0411,9.26,162,0,4473,2.3708
S9,P015,2024-10-02 09:00:00,14.82,0.15,21490,0.0051,5.9,32,0,109,0.2419
S15,P014,2024-10-02 10:00:00,26.21,0.26,85909,0.0255,7.64,24,1,2190,1.436
S14,P002,2024-10-02 11:00:00,28.14,0.3,84652,0.017,5.26,168,0,1439,0.9519
